Chat ID,Chat Message,UNIX Time Stamp,chat_location_context
9607402,"i am looking for beach huts in agonda or pallolem for 5th to 7th jan,15",1415523134,:04/12/2014:07/12/2014
9607998,sir if you have any queries in hotel accommodation you can ask me,1415523121,:01/12/2014:03/12/2014
9608484,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415523119,:14/12/2014:15/12/2014
9607916,all hotels available and does it include fooding,1415523080,509709:26/12/2014:27/12/2014
9608480,may I know your check-in/check-out dates pls,1415523073,520875:14/12/2014:15/12/2014
9608484,may I know the total number of adults & children pls,1415523067,:14/12/2014:15/12/2014
9607384,"I need a hotel or service apartment near IBC Knowledge park or Kormangala, Bangalore from tomorrow",1415523055,:16/11/2014:19/11/2014
9608094,"\
Hotel Shane Avadh - Faizabad X\
Check in: 25/12/2014 Check out: 26/12/2014\
A/C Gold Double1 Room @ Rs. 2,084/night\
Avg Price per Night*\
Rs. 2,084 ",1415523029,:04/12/2014:07/12/2014
9607916,thank you for providing an opportunity to assist you,1415523000,509709:26/12/2014:27/12/2014
9608484,may I know your check-in/check-out dates pls,1415522992,:14/12/2014:15/12/2014
9607916," i am forwarding your request to my reservation team.\
 they will check & confirm then forward you the payment link in your email id.\
 now you can pay 10% amount for confirm booking.\
\
\
\
",1415522977,509709:26/12/2014:27/12/2014
9608214,Check in time apprx 4 pm as flight arrival @ 2.30 pm,1415522973,23167:14/12/2014:15/12/2014
9608480,may I know your check-in/check-out dates pls,1415522961,520875:14/12/2014:15/12/2014
9595872,How to sure about booking. My booking id.......,1415522942,444:15/11/2014:18/11/2014
9608440,married / Unmarried? Pardon! me for asking b'coz certain hotels have some regulations for Unmarried couples and its our duty to make sure customers are aware of it.,1415522940,:01/12/2014:04/12/2014
9607532,"sorry sir , before booking we dont have the option to share the hotel drtail sir ",1415522935,:04/12/2014:07/12/2014
9607916,my name is subhankar email add subh.dey4u@gmail.com,1415522929,509709:26/12/2014:27/12/2014
9607916,whats the cheapest package u have for bakkhali,1415522910,509709:26/12/2014:27/12/2014
9608484,Hotel near. Ambaji temple walking distance,1415522900,:14/12/2014:15/12/2014
9608264,"Amenities\
\
    Internet\
    Travel Desk\
    Bar\
    Laundry\
    Doctor on Call\
    Safe\
    STD/ISD Phone\
    Cable Television\
    Car Rental Desk\
    Fax\
    TV Remote Control\
\
	\
Cuisines\
\
    Vegetarian\
    Non-Vegetarian\
\
Hotel's Editorial Review\
\
\
Hotel Name: Hotel Suhas Paying Guest House\
Where It Is: Calangute, Goa",1415522899,:16/11/2014:19/11/2014
9608264,Extra Bed charges Payable directly at hotel at the time of check in,1415522889,:16/11/2014:19/11/2014
9595872,"\
Sudarshan Guest House - Puri X\
Check in: 29/12/2014 Check out: 2/1/2015\
Double Non A/c Room1 Room @ Rs. 642/night\
Avg Price per Night*\
Rs. 642 ",1415522887,444:15/11/2014:18/11/2014
9608264,"Checkin Time:\
09:00 Hrs\
Checkout Time:\
09:00 Hrs",1415522880,:16/11/2014:19/11/2014
9607916,"Includes:\
\
Room rent.\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
11:00 Hrs",1415522870,509709:26/12/2014:27/12/2014
9608264,"\
Hotel Suhas - Calangute - Goa X\
Check in: 17/12/2014 Check out: 21/12/2014\
Quadruple concrete roof Bldg Non AC2 Rooms @ Rs. 1,944/night\
Avg Price per Night*\
Rs. 1,944\
Book Now",1415522867,:16/11/2014:19/11/2014
9608422,"\
Piccadilly Country Club & Resort - Karjat X\
Check in: 10/11/2014 Check out: 11/11/2014\
Double Room Cottage1 Room @ Rs. 4,772/night\
Avg Price per Night*\
Rs. 4,772 ",1415522851,255345:16/11/2014:19/11/2014
9607916,"\
Hotel Amarabati - Bakkhali X\
Check in: 26/12/2014 Check out: 27/12/2014\
Double Non A/c Cottage 13 Rooms @ Rs. 1,860/night\
",1415522848,509709:26/12/2014:27/12/2014
9608440,may I know your check-in/check-out dates pls,1415522822,:01/12/2014:04/12/2014
9608340,may I know the total number of adults & children pls,1415522810,170:16/11/2014:19/11/2014
9607916,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415522799,509709:26/12/2014:27/12/2014
9608094,may I know your check-in/check-out dates pls,1415522799,:04/12/2014:07/12/2014
9607916,tell me the rates for both a/c and non a/c,1415522753,509709:26/12/2014:27/12/2014
9608422,may i know your check-in/check-out dates pls,1415522753,255345:16/11/2014:19/11/2014
9608340,may I know your check-in/check-out dates pls,1415522745,170:16/11/2014:19/11/2014
9608422,I am looking for a luxurious stay in karjat,1415522740,255345:16/11/2014:19/11/2014
9581534,Revert quickly I have to book through any other means if not possible from your end.,1415522740,:15/11/2014:18/11/2014
9607532,"Amenities\
\
    Laundry\
    Valet\
    Doctor on Call\
    Cable Television\
    TV Remote Control\
\
	\
Cuisines\
\
Hotel's Editorial Review\
\
Welcome to Samridhi Service Apartments.\
\
We offer fully furnished, all amenities and conveniences included rooms for short term renting.\
\
Ideal for business persons, Wedding parties etc.\
\
Amenities include\
\
TV with cable connection\
Refrigerator\
Wifi Internet connection",1415522728,:04/12/2014:07/12/2014
9600184,"thank you so much Suganya, for your quick response and quick assistance",1415522722,112:01/12/2014:03/12/2014
9607532,"Includes:\
\
Room rent.\
\
Checkin Time:\
12:0 Hrs\
Checkout Time:\
12:0 Hrs",1415522704,:04/12/2014:07/12/2014
9608094,either shane awadh or hotel krishan palace,1415522701,:04/12/2014:07/12/2014
9607532,"\
Samridhi Service Apartments(AS) - Bangalore X\
Check in: 20/11/2014 Check out: 30/11/2014\
double room1 Room @ Rs. 1,315/night\
Avg Price per Night*\
Rs. 1,315 ",1415522679,:04/12/2014:07/12/2014
9607916,may I know the total number of adults & children pls,1415522653,509709:26/12/2014:27/12/2014
9560328,Please click this <a href='http://stayzilla.com/poi.php#search?h/513953/24_11_2014/25_11_2014/main'>Skystar Residencylink</a>,1415522643,128785:13/12/2014:14/12/2014
9581534,Please update quickly.I dont have time. If booking is not possible then when will my money get credited back to my account. Revert fast.,1415522642,:15/11/2014:18/11/2014
9607532,may i know the exact location ur looking for ,1415522615,:04/12/2014:07/12/2014
9600184,this will be credited to my account or you will send me cheque or cash,1415522602,112:01/12/2014:03/12/2014
9560328," 1 Kms from Station\
Thrissur Railway Station 1 Kms from Bus-stand\
Govt Bus Stand ",1415522586,128785:13/12/2014:14/12/2014
9560328,Skystar is it a good hotel n location pl.,1415522574,128785:13/12/2014:14/12/2014
9608094,can u plz provide some information regarding charges per night for accommodation and meals for two persons,1415522567,:04/12/2014:07/12/2014
9607916,may I know your check-in/check-out dates pls,1415522551,509709:26/12/2014:27/12/2014
9608244,may I know your check-in/check-out dates pls,1415522545,:04/12/2014:07/12/2014
9608094,I would like to stay at ur hotel in december month ,1415522520,:04/12/2014:07/12/2014
9608264,In goa wat ever the area is.. near by beach it could be nice,1415522506,:16/11/2014:19/11/2014
9608214,I would like to book a room wid 2 seperate beds as my niece is acompaning me,1415522506,23167:14/12/2014:15/12/2014
9595872,"\
Sudarshan Guest House - Puri X\
Check in: 29/12/2014 Check out: 2/1/2015\
Double Non A/c Room1 Room @ Rs. 642/night\
Avg Price per Night*\
Rs. 642 ",1415522498,444:15/11/2014:18/11/2014
9560328,"\
Skystar Residency - Thrissur X\
Check in: 24/11/2014 Check out: 25/11/2014\
Double Non A/c Room1 Room @ Rs. 539/night\
Avg Price per Night*\
Rs. 539  for 2 adults",1415522487,128785:13/12/2014:14/12/2014
9608264,may i know the exact location ur looking for ,1415522473,:16/11/2014:19/11/2014
9560328,"\
Hotel Merlin International - Thrissur X\
Check in: 24/11/2014 Check out: 25/11/2014\
Merlin Tourist Home Double A/c1 Room @ Rs. 1,473/night\
Avg Price per Night*\
Rs. 1,473  for 2 adults",1415522468,128785:13/12/2014:14/12/2014
9608242,may i know the exact location ur looking for ,1415522458,:04/12/2014:07/12/2014
9607452,thank you for providing an opportunity to assist you,1415522409,108:16/11/2014:19/11/2014
9608242,married / Unmarried? Pardon! me for asking b'coz certain hotels have some regulations for Unmarried couples and its our duty to make sure customers are aware of it.,1415522407,:04/12/2014:07/12/2014
9607452," i am forwarding your request to my reservation team.\
 they will check & confirm then forward you the payment link in your email id.\
 now you can pay 10% amount for confirm booking.\
\
\
\
\
\
\
",1415522406,108:16/11/2014:19/11/2014
9608214,"\
Woodside The Business Class Hotel - Mangalore X\
Check in: 11/11/2014 Check out: 12/11/2014\
Silver Room1 Room @ Rs. 1,084/night\
Avg Price per Night*\
Rs. 1,084 ",1415522399,23167:14/12/2014:15/12/2014
9560328, Pl. Revalidate or make fresh booking n inform how to send payment.,1415522356,128785:13/12/2014:14/12/2014
9560328,thatsy we couldnot send u the payment link,1415522346,128785:13/12/2014:14/12/2014
9560328,that is not available for ur request dates sir ,1415522335,128785:13/12/2014:14/12/2014
9608214,11/11/2014 checkin nd 12/11/2014 check out,1415522334,23167:14/12/2014:15/12/2014
9608242,may I know your check-in/check-out dates pls,1415522323,:04/12/2014:07/12/2014
9608214,may i know your check-in/check-out dates pls,1415522266,23167:14/12/2014:15/12/2014
9600184,"I will pay 10% Advance online, and just in case If we cancel the trip, can we get back the advance back",1415522261,112:01/12/2014:03/12/2014
9607916,]whats the package u have for 1 night 6 members,1415522255,509709:26/12/2014:27/12/2014
9546044,ANY OTHER HOTEL OR ANY AVALABILITY FROM 30TH NOV TO 3RD DEC,1415522251,:04/12/2014:07/12/2014
9579414,"Hi, yesterday I couldn&#39;t re connect, i am looking for a room at Puri",1415522245,:04/12/2014:07/12/2014
9560328, On fact i requested how to send advance payment.,1415522217,128785:13/12/2014:14/12/2014
9607452,"Includes:\
\
Room rent.\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
12:00 Hrs",1415522204,108:16/11/2014:19/11/2014
9560328,How is it? I hv not asked fr cancellation,1415522184,128785:13/12/2014:14/12/2014
9607452,"\
Mount Meridian Hotel - Darjeeling X\
Check in: 3/1/2015 Check out: 8/1/2015\
FAMILY1 Room @ Rs. 1,051/night\
Extra Bed1 Room @ Rs. 298/night\
Avg Price per Night*\
Rs. 1,349\
Book Now\
",1415522178,108:16/11/2014:19/11/2014
9608020,plz give your contact number and mail id plz,1415522167,14:16/11/2014:19/11/2014
9607392,sure but before that i wanna khnow ur hotel location and the facilities,1415522157,:01/12/2014:04/12/2014
9606490,thank you for providing an opportunity to assist you,1415522128,:16/11/2014:19/11/2014
9606490,is there anything else that I may assist you with?,1415522125,:16/11/2014:19/11/2014
9607452,Non ac nd v vil reach Darjeeling on 3rd of jan,1415522122,108:16/11/2014:19/11/2014
9607392,may I know your check-in/check-out dates pls,1415522114,:01/12/2014:04/12/2014
9607998,may I know your check-in/check-out dates pls,1415522112,:01/12/2014:03/12/2014
9608020,plz shall i guide you in chat itself sir,1415522109,14:16/11/2014:19/11/2014
9607392,"im looking for a hotel in bangalore, near rajajinagar, first block",1415522100,:01/12/2014:04/12/2014
9581534,what happened ? I am waiting for the revert...,1415522083,:15/11/2014:18/11/2014
9546044,"\
Hotel Pine - Kohima X\
Check in: 5/12/2014 Check out: 8/12/2014\
Standard With TV1 Room @ Rs. 1,315/night\
Avg Price per Night*\
Rs. 1,315 ",1415522077,:04/12/2014:07/12/2014
9607998,okay in which place of india you are looking for accommodation raj,1415522065,:01/12/2014:03/12/2014
9607532,married / Unmarried? Pardon! me for asking b'coz certain hotels have some regulations for Unmarried couples and its our duty to make sure customers are aware of it.,1415522014,:04/12/2014:07/12/2014
9608020,may I know your check-in/check-out dates pls,1415521991,14:16/11/2014:19/11/2014
9604422,thank you for providing an opportunity to assist you,1415521990,:04/12/2014:07/12/2014
9546044,2 ADULTS AND 2 CHILD - 8YR AND 2 YEAR AGE,1415521980,:04/12/2014:07/12/2014
9607998,may i know in which place you are looking foir,1415521976,:01/12/2014:03/12/2014
9546044,may I know the total number of adults & children pls,1415521939,:04/12/2014:07/12/2014
9604422,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415521936,:04/12/2014:07/12/2014
9608020,Suggest me package for 3 nights and 4 days,1415521935,14:16/11/2014:19/11/2014
9604422,if we find any availability will call u sir ,1415521934,:04/12/2014:07/12/2014
9607452,may I know the total number of adults & children pls,1415521934,108:16/11/2014:19/11/2014
9607392,m looking for a pg accomodation for 2 ladies,1415521912,:01/12/2014:04/12/2014
9608020,Me and my friends planning to come goa next month ,1415521907,14:16/11/2014:19/11/2014
9606280,is there anything else that I may assist you with?,1415521891,:01/12/2014:04/12/2014
9546044,may I know your check-in/check-out dates pls,1415521878,:04/12/2014:07/12/2014
9607452,U can also give me ur no: for booking purpose,1415521869,108:16/11/2014:19/11/2014
9607452,may I know your check-in/check-out dates pls,1415521863,108:16/11/2014:19/11/2014
9546044,I WANT TO VISIT KOHIMA FOR HORNBILL FESTIVAL,1415521849,:04/12/2014:07/12/2014
9607452,Ok den can I give u my contact no: for booking purpose,1415521843,108:16/11/2014:19/11/2014
9607452,"\
we are not providing hotel contact no. before booking\
",1415521807,108:16/11/2014:19/11/2014
9515238,pls guide me how to book for Amigos guest house?,1415521802,14:14/11/2014:17/11/2014
9607906,We from Hotel Narayana Yathri residency bommasandra bangalore,1415521796,:16/11/2014:19/11/2014
9607452,Sorry?? Are u nt der to help with numbers?? ,1415521791,108:16/11/2014:19/11/2014
9607452,is there anything else that I may assist you with?,1415521747,108:16/11/2014:19/11/2014
9607452,we are not providing hotel contact no. before booking,1415521744,108:16/11/2014:19/11/2014
9604422,sorry sir for ur requested dates rooms are not available ,1415521741,:04/12/2014:07/12/2014
9607362,thank you for providing an opportunity to assist you,1415521737,14:14/12/2014:15/12/2014
9607362,is there anything else that I may assist you with?,1415521735,14:14/12/2014:15/12/2014
9607362,"\
Blue Marine Beach Resort - GOA X\
Check in: 24/12/2014 Check out: 27/12/2014\
Deluxe Non A/c Double1 Room @ Rs. 2,484/night\
Avg Price per Night*\
Rs. 2,484 ",1415521733,14:14/12/2014:15/12/2014
9607658,Hi looking resorts one day picnic 20 people 2 group mon to fri,1415521715,:04/12/2014:07/12/2014
9607550,"If you want to book rooms, mail to orders@stayzilla.com\
\
If you want to promote your hotel on our site, shoot a mail to hotels@stayzilla.com\
\
If you want to tie-up with us, send your business proposal to partners@stayzilla.com\
\
If you are interested in working with us, mail your resume to careers@stayzilla.com\
\
If you are looking to escalate a support issue, mail to support@stayzilla.com\
\
For anything else, drop a word at book@stayzilla.com\
\
WHY CLICK WHEN YOU CAN CALL.\
Call us any time between 09:00 hrs & 21:00 hrs IST:\
044-46946000\
\
\
Send in the Fax to 044-42348224.",1415521706,:16/11/2014:19/11/2014
9607362,"\
Cupids Heaven Resort - Goa X\
Check in: 24/12/2014 Check out: 27/12/2014\
Standard Side Beach View Non A/c Double1 Room @ Rs. 2,457/night\
Avg Price per Night*\
Rs. 2,457 ",1415521688,14:14/12/2014:15/12/2014
9607550,"If you want to promote your hotel on our site, shoot a mail to  hotels@stayzilla.com",1415521687,:16/11/2014:19/11/2014
9607362,"\
Goa Woodlands Hotel - Goa X\
Check in: 24/12/2014 Check out: 27/12/2014\
Executive A/c Double1 Room @ Rs. 2,798/night\
Avg Price per Night*\
Rs. 2,798 ",1415521648,14:14/12/2014:15/12/2014
9538746,"sir , we are promoting only manalar sir ",1415521623,928:12/12/2014:13/12/2014
9607452,"Hello, need the phone no: of the following hotels ",1415521620,108:16/11/2014:19/11/2014
9538746,Is this for Manalar resort? Or Club mountain resort?,1415521604,928:12/12/2014:13/12/2014
9494124,one more detail we are 3 peopleggest a cheap resort and it would be better if you su,1415521576,:01/12/2014:04/12/2014
9607452,"Need phone no: of mount meridian hotel, hotel ascot, Hindustani residency and Teesta hotel",1415521549,108:16/11/2014:19/11/2014
9607532,may I know your check-in/check-out dates pls,1415521514,:04/12/2014:07/12/2014
9538746,Kindly quote me better rates for both club mountain and manalar resorts,1415521477,928:12/12/2014:13/12/2014
9538746,"\
Manalar Bungalow - Megamalai X\
Check in: 15/11/2014 Check out: 16/11/2014\
Manalar Bungalow3 Rooms @ Rs. 7,875/night\
Extra Bed3 Rooms @ Rs. 6,483/night\
Avg Price per Night*\
Rs. 14,358 ",1415521468,928:12/12/2014:13/12/2014
9604508,Plz provide phone no of hotels in lolegaon,1415521420,:01/12/2014:04/12/2014
9494124,may i know your check-in/check-out dates pls,1415521410,:01/12/2014:04/12/2014
9607362,okay sir shall i give option in calangute or baga beach,1415521404,14:14/12/2014:15/12/2014
9604422,may I know your check-in/check-out dates pls,1415521376,:04/12/2014:07/12/2014
9607532,may I know your check-in/check-out dates pls,1415521368,:04/12/2014:07/12/2014
9494124,can you show me some hotels in goa which are cheap,1415521357,:01/12/2014:04/12/2014
9607096,ok. How is Hotel Beach view? Hotel Sabthagiri?,1415521331,:04/12/2014:07/12/2014
9607078," 2 Kms from Station\
Pondicherry Railway Station 2 Kms from Bus-stand\
Pondicherry Bus-stand ",1415521318,:04/12/2014:07/12/2014
9538746,onlin rates are best discounted rats sir ,1415521315,928:12/12/2014:13/12/2014
9607078,"\
Hotel Navarathna - Pondicherry X\
Check in: 11/11/2014 Check out: 12/11/2014\
Single Non A/c Room1 Room @ Rs. 410/night\
Avg Price per Night*\
Rs. 410 ",1415521309,:04/12/2014:07/12/2014
9604422,kk please inform me any rooms near temple,1415521290,:04/12/2014:07/12/2014
9538746,We r 9 of us. We would take 3 rooms with extra bed in rooms. Please quote us best rates for 15th of this month..,1415521259,928:12/12/2014:13/12/2014
9607362,okay sir plz give your budget so that i can give you the best option,1415521255,14:14/12/2014:15/12/2014
9494124,can you show me some hotels in goa which are cheap,1415521221,:01/12/2014:04/12/2014
9515238,<a href='http://stayzilla.com/poi.php#search?h/23571/23_11_2014/29_11_2014/main'>LINK</a>,1415521184,14:14/11/2014:17/11/2014
9607550,mam u can send it tohotels@stayzilla.com,1415521176,:16/11/2014:19/11/2014
9607550,we do have your agreement copy to whom we can send that agg copy,1415521141,:16/11/2014:19/11/2014
9538746,"Amenities\
\
    Travel Desk\
    Laundry\
    Valet\
    Doctor on Call\
    Credit Cards Accepted\
    Breakfast\
    Continental Breakfast\
    Car Rental Desk\
    Copy Service\
    Free Newspaper\
\
	\
Cuisines\
\
    Continental\
    South Indian",1415521121,928:12/12/2014:13/12/2014
9538746,"Checkin Time:\
12:0 Hrs\
Checkout Time:\
11:0 Hrs",1415521109,928:12/12/2014:13/12/2014
9538746,"Includes:\
\
Room rent.\
~ Complimentary Breakfast,Lunch & Dinner\
~ Welcome drink\
~ One Liter Mineral Water Bottle\
\
Activities:\
\
~Picnic lunch\
\
~Bird Watching with guide and packed snacks 4 hours\
\
~Wildlife trek with packed lunch on forest approval Half day\
\
~Bonfire or Barbecue\
\
~Fishing in Megamalai",1415521097,928:12/12/2014:13/12/2014
9515238,i am waiting for the link to access the hotel pics,1415521073,14:14/11/2014:17/11/2014
9607550,we are of need of assistance for hotel registration,1415521054,:16/11/2014:19/11/2014
9538746,"\
Manalar Bungalow - Megamalai X\
Check in: 15/11/2014 Check out: 16/11/2014\
Manalar Bungalow1 Room @ Rs. 2,625/night\
Avg Price per Night*\
Rs. 2,625 ",1415521051,928:12/12/2014:13/12/2014
9607424,can I get your contact number a nd email id pls,1415521046,714:23/12/2014:26/12/2014
9607362,may I know the total number of adults & children pls,1415521045,14:14/12/2014:15/12/2014
9607078,meanwhile can i have your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415521036,:04/12/2014:07/12/2014
9606280,"what is total cost with extra bed , 1 night (3 adlt)",1415521019,:01/12/2014:04/12/2014
9606542,thank you for providing an opportunity to assist you,1415520989,604336:16/11/2014:19/11/2014
9606542,is there anything else that I may assist you with?,1415520987,604336:16/11/2014:19/11/2014
9604422,please inform me the rooms vacancy in karivena satram,1415520966,:04/12/2014:07/12/2014
9538746,may I know your check-in/check-out dates pls,1415520965,928:12/12/2014:13/12/2014
9607376,"\
Harihareshwar Beach Resort - Harihareshwar X\
Check in: 6/12/2014 Check out: 8/12/2014\
Non A/c Double1 Room @ Rs. 2,386/night\
Avg Price per Night*\
Rs. 2,386  for 2 aduls",1415520962,:04/12/2014:07/12/2014
9607078,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415520954,:04/12/2014:07/12/2014
9607362,may I know your check-in/check-out dates pls,1415520923,14:14/12/2014:15/12/2014
9607376,refreshing inventory... please give me few minutes to suggest you a suitable option as per your request.,1415520921,:04/12/2014:07/12/2014
9607424,may I know your check-in/check-out dates,1415520918,714:23/12/2014:26/12/2014
9538746,I want to know the details and the tariff,1415520916,928:12/12/2014:13/12/2014
9607310,"since your requirement is for a group booking, pls provide me your contact number and email address, I will check with the hotel and revert back to you at the earliest possible.",1415520900,:01/12/2014:04/12/2014
9607412,looking for nice resort / hotel which having private swimming pool ,1415520900,:16/11/2014:19/11/2014
9605734,may I know the total number of adults & children pls,1415520888,308:10/11/2014:11/11/2014
9607376,may I know the total number of adults & children pls,1415520882,:04/12/2014:07/12/2014
9538746,"sorry sir , before booking we dont have the option to share the hotel detail sir ",1415520881,928:12/12/2014:13/12/2014
9607078,may I know the total number of adults & children pls,1415520869,:04/12/2014:07/12/2014
9607412,may I know your check-in/check-out dates pls,1415520837,:16/11/2014:19/11/2014
9607184,"since your requirement is for a group booking, pls provide me your contact number and email address, I will check with the hotel and revert back to you at the earliest possible.",1415520835,530518:14/12/2014:15/12/2014
9605348,kindly call i tell you ever thing to you,1415520815,70:01/12/2014:03/12/2014
9607078,may I know your check-in/check-out dates pls,1415520805,:04/12/2014:07/12/2014
9605348,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415520789,70:01/12/2014:03/12/2014
9606280,ok explain the procedure for online booking,1415520778,:01/12/2014:04/12/2014
9607244,may I know the total number of adults & children pls,1415520772,8:16/11/2014:19/11/2014
9607274,may I know your check-in/check-out dates pls,1415520766,14:16/11/2014:19/11/2014
9606280,ok so with extra bed it will be 1376 per night (3 pax) right?,1415520714,:01/12/2014:04/12/2014
9607376,looking for 2 night stay for 6th &amp; 7th dec,1415520714,:04/12/2014:07/12/2014
9606862,"Amenities\
\
    Travel Desk\
    Laundry\
    Money Changer\
    Valet\
    Doctor on Call\
    Breakfast\
    Cable Television\
    Car Rental Desk\
    TV Remote Control",1415520712,"Salt Lake, West Bengal, India:17/11/2014:18/11/2014"
9607122,"Can some body from Jehangir Hotel, contact me for a longer period of stay (2-3Months) for my NGO work in Kashmir, for flood relief &amp; rehabilitation activities...",1415520709,:04/12/2014:07/12/2014
9538746,Can you give me the contact number or please call my number,1415520697,928:12/12/2014:13/12/2014
9606862,"Includes:\
\
Room rent.\
~ Complimentary Breakfast.\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
11:00 Hrs",1415520689,"Salt Lake, West Bengal, India:17/11/2014:18/11/2014"
9606280,in a songle room only 2 persons can stay,1415520675,:01/12/2014:04/12/2014
9606862,"\
Welcome Inn Guest House - Kolkata X\
Check in: 10/11/2014 Check out: 11/11/2014\
Deluxe A/c Double1 Room @ Rs. 1,068/night\
",1415520669,"Salt Lake, West Bengal, India:17/11/2014:18/11/2014"
9605734,may I know your check-in/check-out dates pls,1415520669,308:10/11/2014:11/11/2014
9538746,We would like to stay in manalar resords .and we are 9 adults,1415520654,928:12/12/2014:13/12/2014
9605348,can you call me on my mobile no 9650673279,1415520638,70:01/12/2014:03/12/2014
9607100,may I know your check-in/check-out dates pls,1415520633,62:13/12/2014:14/12/2014
9607244,may I know your check-in/check-out dates pls,1415520628,8:16/11/2014:19/11/2014
9607286,may I know your check-in/check-out dates pls,1415520605,172:16/11/2014:19/11/2014
9605348,may I know the total number of adults & children pls,1415520518,70:01/12/2014:03/12/2014
9538746,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415520484,928:12/12/2014:13/12/2014
9607280,Pls send me all the detail to my email id,1415520476,:07/12/2014:09/12/2014
9607198,may i know your check-in/check-out dates pls,1415520462,:16/11/2014:19/11/2014
9607106,may i know the exact location ur looking for ,1415520460,:04/12/2014:07/12/2014
9606280,"if i dont need an extra bed will that do we will manage in double bed, will that do?",1415520420,:01/12/2014:04/12/2014
9607106,as per hotel policy unmarried not allowed sir ,1415520416,:04/12/2014:07/12/2014
9607184,may I know the total number of adults & children pls,1415520414,530518:14/12/2014:15/12/2014
9538746,This is sheik and  i would like to stay on 15 th november.,1415520395,928:12/12/2014:13/12/2014
9604326,thank you for providing an opportunity to assist you,1415520387,:04/12/2014:07/12/2014
9607096,Can you chk and call me--the place shd be NEAT^,1415520386,:04/12/2014:07/12/2014
9604326,is there anything else that I may assist you with?,1415520385,:04/12/2014:07/12/2014
9606280,u can add one extra bed for 3 person sir ,1415520382,:01/12/2014:04/12/2014
9607184,may I know your check-in/check-out dates pls,1415520373,530518:14/12/2014:15/12/2014
9605348,may I know your check-in/check-out dates pls,1415520354,70:01/12/2014:03/12/2014
9605348,are you looking for accommodation in amristar,1415520336,70:01/12/2014:03/12/2014
9607184,I need some good hotels at reasonable price in bakkhali,1415520331,530518:14/12/2014:15/12/2014
9607096,a GOOD homestay would also do so we are ALL together,1415520327,:04/12/2014:07/12/2014
9606280,so 786/- or  1376  ihave to pay for per night for 3 pax,1415520316,:01/12/2014:04/12/2014
9607106,married / Unmarried? Pardon! me for asking b'coz certain hotels have some regulations for Unmarried couples and its our duty to make sure customers are aware of it.,1415520310,:04/12/2014:07/12/2014
9606480,Please let me know hotels on the beach in Vishakhapatnam RK Beach within Rs.1500.00,1415520291,:04/12/2014:07/12/2014
9607106,married / Unmarried? Pardon! me for asking b'coz certain hotels have some regulations for Unmarried couples and its our duty to make sure customers are aware of it.,1415520289,:04/12/2014:07/12/2014
9538746,may I know your check-in/check-out dates pls,1415520285,928:12/12/2014:13/12/2014
9607096,I am looking for a decnt accomodation from Dec 30th to 1st Jan 2015 evening at Pondy,1415520269,:04/12/2014:07/12/2014
9538746,Hai can i get availabality on 15 th night,1415520244,928:12/12/2014:13/12/2014
9607106,may i know the exact location ur looking for ,1415520218,:04/12/2014:07/12/2014
9577314,<a href='http://stayzilla.com/poi.php#search?h/23571/23_11_2014/29_11_2014/main'>LINK</a>,1415520205,:15/11/2014:18/11/2014
9606280,"\
Hotel Royal Palace - Shegaon X\
Check in: 29/11/2014 Check out: 1/12/2014\
Double Non A/c Room1 Room @ Rs. 786/night\
Day Use Room(9AM- 4PM)1 Room @ Rs. 590/night\
Avg Price per Night*\
Rs. 1,376\
Book Now\
Hotel Royal Palace - Shegaon\
Close\
Amenities\
\
    24Hrs Checkin\
    24Hrs Checkout\
    Business Centre\
    Travel Desk\
    Laundry\
    Valet\
    Doctor on Call\
    Breakfast\
    Cable Television\
    Car Rental Desk\
    TV Remote Control\
\
	\
Cuisines\
\
    Vegetarian\
    Only Veg",1415520195,:01/12/2014:04/12/2014
9607050,"You: Hi, look for 5 days stay for 5 members nearby sonyworld 100 feet road",1415520188,604336:16/11/2014:19/11/2014
9606280,"Checkin Time:\
24Hrs\
Checkout Time:\
24Hrs",1415520179,:01/12/2014:04/12/2014
9606280," 1 Kms from Station\
Shegaon Railway Station 1 Kms from Bus-stand\
Shegaon Bus Stand ",1415520164,:01/12/2014:04/12/2014
9607106,may I know your check-in/check-out dates pls,1415520142,:04/12/2014:07/12/2014
9606440,may I know your check-in/check-out dates ,1415520137,:04/12/2014:07/12/2014
9606280,"\
Hotel Royal Palace - Shegaon X\
Check in: 29/11/2014 Check out: 1/12/2014\
Double Non A/c Room1 Room @ Rs. 786/night\
Day Use Room(9AM- 4PM)1 Room @ Rs. 590/night\
Avg Price per Night*\
Rs. 1,376 ",1415520120,:01/12/2014:04/12/2014
9607050,"Hi, look for 5 days stay for 5 members nearby sonyworld 100 feet road",1415520115,604336:16/11/2014:19/11/2014
